@relation TravelDestinations

@attribute price numeric
@attribute temperature numeric
@attribute popularity numeric
@attribute beach {0, 1}
@attribute mountain {0, 1}
@attribute jungle {0, 1}
@attribute desert {0, 1}
@attribute historic {0, 1}
@attribute cultural {0, 1}
@attribute gastronomic {0, 1}
@attribute night_life {0, 1}
@attribute eco_turism {0, 1}
@attribute adventure {0, 1}
@attribute clase {'Bogota', 'Medellin', 'Monteria', 'Pereira', 'Cali', 'Barranquilla', 'Narino', 'Bucaramanga', 'Armenia', 'Nueva York', 'Chicago', 'Miami', 'Los Angeles', 'Londres', 'Manchester', 'Edinburgo', 'Cancun', 'Ottawa', 'Paris', 'Roma', 'Sidney'}

@data
210,16,5,0,1,0,0,1,1,1,1,0,1,'Bogota'
164,18,7,0,1,0,0,1,1,1,1,0,1,'Bogota'
180,22,6,0,1,0,0,1,1,1,1,0,1,'Bogota'
200,17,8,0,1,0,0,1,1,1,1,0,1,'Bogota'
192,19,7,0,1,0,0,1,1,1,1,0,1,'Bogota'
214,16,5,0,1,0,0,1,1,1,1,0,1,'Bogota'
170,14,7,0,1,0,0,1,1,1,1,0,1,'Bogota'
180,18,6,0,1,0,0,1,1,1,1,0,1,'Bogota'
200,17,8,0,1,0,0,1,1,1,1,0,1,'Bogota'
190,19,7,0,1,0,0,1,1,1,1,0,1,'Bogota'
210,13,5,0,1,0,0,1,1,1,1,0,1,'Bogota'
170,18,7,0,1,0,0,1,1,1,1,0,1,'Bogota'
180,15,6,0,1,0,0,1,1,1,1,0,1,'Bogota'
200,17,8,0,1,0,0,1,1,1,1,0,1,'Bogota'
190,19,7,0,1,0,0,1,1,1,1,0,1,'Bogota'
210,16,5,0,1,0,0,1,1,1,1,0,1,'Bogota'
162,23,7,0,1,0,0,1,1,1,1,0,1,'Bogota'
178,18,6,0,1,0,0,1,1,1,1,0,1,'Bogota'
208,17,8,0,1,0,0,1,1,1,1,0,1,'Bogota'
190,19,7,0,1,0,0,1,1,1,1,0,1,'Bogota'
210,16,5,0,1,0,0,1,1,1,1,0,1,'Bogota'
175,17,7,0,1,0,0,1,1,1,1,0,1,'Bogota'
180,18,6,0,1,0,0,1,1,1,1,0,1,'Bogota'
201,18,8,0,1,0,0,1,1,1,1,0,1,'Bogota'
190,19,7,0,1,0,0,1,1,1,1,0,1,'Bogota'
212,16,5,0,1,0,0,1,1,1,1,0,1,'Bogota'
174,14,7,0,1,0,0,1,1,1,1,0,1,'Bogota'
180,21,6,0,1,0,0,1,1,1,1,0,1,'Bogota'
200,17,8,0,1,0,0,1,1,1,1,0,1,'Bogota'
190,19,7,0,1,0,0,1,1,1,1,0,1,'Bogota'
210,16,5,0,1,0,0,1,1,1,1,0,1,'Bogota'
164,18,7,0,1,0,0,1,1,1,1,0,1,'Bogota'
180,22,6,0,1,0,0,1,1,1,1,0,1,'Bogota'
204,17,8,0,1,0,0,1,1,1,1,0,1,'Bogota'
192,19,7,0,1,0,0,1,1,1,1,0,1,'Bogota'
214,22,5,0,1,0,0,1,1,1,1,0,1,'Bogota'
172,14,7,0,1,0,0,1,1,1,1,0,1,'Bogota'
180,18,6,0,1,0,0,1,1,1,1,0,1,'Bogota'
212,17,8,0,1,0,0,1,1,1,1,0,1,'Bogota'
190,19,7,0,1,0,0,1,1,1,1,0,1,'Bogota'
210,13,5,0,1,0,0,1,1,1,1,0,1,'Bogota'
170,18,7,0,1,0,0,1,1,1,1,0,1,'Bogota'
180,15,6,0,1,0,0,1,1,1,1,0,1,'Bogota'
200,17,8,0,1,0,0,1,1,1,1,0,1,'Bogota'
190,19,7,0,1,0,0,1,1,1,1,0,1,'Bogota'
210,16,5,0,1,0,0,1,1,1,1,0,1,'Bogota'
162,23,7,0,1,0,0,1,1,1,1,0,1,'Bogota'
178,18,6,0,1,0,0,1,1,1,1,0,1,'Bogota'
208,17,8,0,1,0,0,1,1,1,1,0,1,'Bogota'
190,19,7,0,1,0,0,1,1,1,1,0,1,'Bogota'
210,16,5,0,1,0,0,1,1,1,1,0,1,'Bogota'
175,17,7,0,1,0,0,1,1,1,1,0,1,'Bogota'
181,18,6,0,1,0,0,1,1,1,1,0,1,'Bogota'
201,18,8,0,1,0,0,1,1,1,1,0,1,'Bogota'
190,21,7,0,1,0,0,1,1,1,1,0,1,'Bogota'
212,16,5,0,1,0,0,1,1,1,1,0,1,'Bogota'
174,23,7,0,1,0,0,1,1,1,1,0,1,'Bogota'
150,24,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
160,23,9,0,1,0,0,0,1,1,1,0,1,'Medellin'
139,25,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
170,22,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
135,21,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
150,24,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
160,23,9,0,1,0,0,0,1,1,1,0,1,'Medellin'
140,25,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
172,22,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
135,21,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
150,24,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
160,23,9,0,1,0,0,0,1,1,1,0,1,'Medellin'
143,25,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
170,22,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
137,21,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
150,24,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
160,23,9,0,1,0,0,0,1,1,1,0,1,'Medellin'
145,25,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
172,22,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
135,21,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
150,24,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
160,23,9,0,1,0,0,0,1,1,1,0,1,'Medellin'
140,25,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
170,22,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
135,21,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
150,24,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
161,23,9,0,1,0,0,0,1,1,1,0,1,'Medellin'
145,25,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
170,22,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
135,21,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
150,24,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
160,23,9,0,1,0,0,0,1,1,1,0,1,'Medellin'
140,25,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
170,22,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
135,21,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
150,24,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
160,23,9,0,1,0,0,0,1,1,1,0,1,'Medellin'
140,25,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
170,22,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
135,21,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
150,24,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
160,23,9,0,1,0,0,0,1,1,1,0,1,'Medellin'
151,25,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
170,22,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
135,21,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
150,24,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
160,23,9,0,1,0,0,0,1,1,1,0,1,'Medellin'
140,25,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
170,22,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
135,21,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
150,24,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
160,23,9,0,1,0,0,0,1,1,1,0,1,'Medellin'
140,25,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
170,22,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
135,21,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
150,24,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
160,23,9,0,1,0,0,0,1,1,1,0,1,'Medellin'
140,25,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
170,22,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
135,21,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
150,24,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
160,23,9,0,1,0,0,0,1,1,1,0,1,'Medellin'
140,25,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
170,22,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
135,21,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
150,24,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
166,23,9,0,1,0,0,0,1,1,1,0,1,'Medellin'
140,25,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
170,22,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
135,21,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
157,24,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
161,23,9,0,1,0,0,0,1,1,1,0,1,'Medellin'
140,25,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
172,22,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
135,21,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
150,24,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
160,23,9,0,1,0,0,0,1,1,1,0,1,'Medellin'
140,25,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
170,22,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
135,21,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
145,24,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
162,23,9,0,1,0,0,0,1,1,1,0,1,'Medellin'
140,25,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
171,22,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
135,21,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
150,24,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
166,23,9,0,1,0,0,0,1,1,1,0,1,'Medellin'
147,25,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
155,22,7,0,1,0,0,0,1,1,1,0,1,'Medellin'
135,21,8,0,1,0,0,0,1,1,1,0,1,'Medellin'
128,30,3,1,0,1,0,0,0,1,0,1,1,'Monteria'
109,31,6,1,0,0,0,0,0,1,0,0,1,'Monteria'
130,29,5,0,0,1,0,0,0,1,0,1,0,'Monteria'
115,30,4,1,0,1,0,0,0,0,0,1,1,'Monteria'
123,31,5,1,0,0,0,0,0,1,0,0,1,'Monteria'
120,30,5,0,0,1,0,0,0,1,0,1,1,'Monteria'
110,34,4,1,0,1,0,0,0,1,0,1,1,'Monteria'
130,29,5,1,0,1,0,0,0,1,0,1,0,'Monteria'
115,30,4,1,0,1,0,0,0,1,0,1,1,'Monteria'
125,31,5,1,0,0,0,0,0,1,0,0,1,'Monteria'
120,35,5,0,0,1,0,0,0,1,0,1,1,'Monteria'
113,31,3,1,0,0,0,0,0,0,0,0,1,'Monteria'
130,29,5,1,0,0,0,0,0,0,0,1,0,'Monteria'
115,30,4,0,0,1,0,0,0,0,0,0,1,'Monteria'
125,31,3,1,0,1,0,0,0,0,0,1,0,'Monteria'
120,30,5,1,0,0,0,0,0,1,0,1,1,'Monteria'
110,32,4,0,0,0,0,0,0,0,0,0,1,'Monteria'
130,29,5,1,0,1,0,0,0,1,0,1,0,'Monteria'
118,30,4,0,0,1,0,0,0,1,0,1,1,'Monteria'
125,31,5,1,0,1,0,0,0,1,0,1,1,'Monteria'
121,30,6,1,0,1,0,0,0,1,0,1,0,'Monteria'
110,35,4,1,0,1,0,0,0,1,0,1,0,'Monteria'
130,29,5,0,0,1,0,0,0,1,0,1,1,'Monteria'
115,30,4,1,0,0,0,0,0,0,0,0,1,'Monteria'
125,31,5,1,0,1,0,0,0,1,0,1,0,'Monteria'
125,30,5,1,0,0,0,0,0,1,0,0,1,'Monteria'
110,31,4,1,0,1,0,0,0,0,0,1,1,'Monteria'
130,29,6,0,0,0,0,0,0,0,0,1,0,'Monteria'
115,32,5,1,0,1,0,0,0,1,0,0,1,'Monteria'
125,34,5,0,0,0,0,0,0,1,0,1,1,'Monteria'
128,30,3,1,0,1,0,0,0,1,0,1,1,'Monteria'
109,31,6,1,0,0,0,0,0,1,0,0,1,'Monteria'
130,29,5,0,0,1,0,0,0,1,0,1,0,'Monteria'
115,30,4,1,0,1,0,0,0,0,0,1,1,'Monteria'
123,31,5,1,0,0,0,0,0,1,0,0,1,'Monteria'
120,30,5,0,0,1,0,0,0,1,0,1,1,'Monteria'
110,34,4,1,0,1,0,0,0,1,0,1,1,'Monteria'
130,29,5,1,0,1,0,0,0,1,0,1,0,'Monteria'
115,30,4,1,0,1,0,0,0,1,0,1,1,'Monteria'
125,31,5,1,0,0,0,0,0,1,0,0,1,'Monteria'
120,35,5,0,0,1,0,0,0,1,0,1,1,'Monteria'
113,31,3,1,0,0,0,0,0,0,0,0,1,'Monteria'
130,29,5,1,0,0,0,0,0,0,0,1,0,'Monteria'
115,30,4,0,0,1,0,0,0,0,0,0,1,'Monteria'
125,31,3,1,0,1,0,0,0,0,0,1,0,'Monteria'
120,30,5,1,0,0,0,0,0,1,0,1,1,'Monteria'
110,32,4,0,0,0,0,0,0,0,0,0,1,'Monteria'
130,29,5,1,0,1,0,0,0,1,0,1,0,'Monteria'
118,30,4,0,0,1,0,0,0,1,0,1,1,'Monteria'
125,31,5,1,0,1,0,0,0,1,0,1,1,'Monteria'
121,30,6,1,0,1,0,0,0,1,0,1,0,'Monteria'
110,35,4,1,0,1,0,0,0,1,0,1,0,'Monteria'
130,29,5,0,0,1,0,0,0,1,0,1,1,'Monteria'
115,30,4,1,0,0,0,0,0,0,0,0,1,'Monteria'
125,31,5,1,0,1,0,0,0,1,0,1,0,'Monteria'
125,30,5,1,0,0,0,0,0,1,0,0,1,'Monteria'
110,31,4,1,0,1,0,0,0,0,0,1,1,'Monteria'
130,29,6,0,0,0,0,0,0,0,0,1,0,'Monteria'
115,32,5,1,0,1,0,0,0,1,0,0,1,'Monteria'
125,34,5,0,0,0,0,0,0,1,0,1,1,'Monteria'
128,30,3,1,0,1,0,0,0,1,0,1,1,'Monteria'
109,31,6,1,0,0,0,0,0,1,0,0,1,'Monteria'
130,29,5,0,0,1,0,0,0,1,0,1,0,'Monteria'
115,30,4,1,0,1,0,0,0,0,0,1,1,'Monteria'
123,31,5,1,0,0,0,0,0,1,0,0,1,'Monteria'
120,30,5,0,0,1,0,0,0,1,0,1,1,'Monteria'
110,34,4,1,0,1,0,0,0,1,0,1,1,'Monteria'
130,29,5,1,0,1,0,0,0,1,0,1,0,'Monteria'
115,30,4,1,0,1,0,0,0,1,0,1,1,'Monteria'
125,31,5,1,0,0,0,0,0,1,0,0,1,'Monteria'
120,35,5,0,0,1,0,0,0,1,0,1,1,'Monteria'
113,31,3,1,0,0,0,0,0,0,0,0,1,'Monteria'
130,29,5,1,0,0,0,0,0,0,0,1,0,'Monteria'
115,30,4,0,0,1,0,0,0,0,0,0,1,'Monteria'
125,31,3,1,0,1,0,0,0,0,0,1,0,'Monteria'
120,30,5,1,0,0,0,0,0,1,0,1,1,'Monteria'
110,32,4,0,0,0,0,0,0,0,0,0,1,'Monteria'
130,29,5,1,0,1,0,0,0,1,0,1,0,'Monteria'
118,30,4,0,0,1,0,0,0,1,0,1,1,'Monteria'
125,31,5,1,0,1,0,0,0,1,0,1,1,'Monteria'
121,30,6,1,0,1,0,0,0,1,0,1,0,'Monteria'
110,35,4,1,0,1,0,0,0,1,0,1,0,'Monteria'
130,29,5,0,0,1,0,0,0,1,0,1,1,'Monteria'
115,30,4,1,0,0,0,0,0,0,0,0,1,'Monteria'
125,31,5,1,0,1,0,0,0,1,0,1,0,'Monteria'
125,30,5,1,0,0,0,0,0,1,0,0,1,'Monteria'
110,31,4,1,0,1,0,0,0,0,0,1,1,'Monteria'
130,29,6,0,0,0,0,0,0,0,0,1,0,'Monteria'
115,32,5,1,0,1,0,0,0,1,0,0,1,'Monteria'
125,34,5,0,0,0,0,0,0,1,0,1,1,'Monteria'
132,22,6,0,1,0,0,0,0,0,0,0,1,'Pereira'
148,21,4,0,1,0,0,0,0,1,0,1,1,'Pereira'
120,23,6,0,1,0,0,0,0,0,0,1,0,'Pereira'
151,20,7,0,1,0,0,0,0,1,0,0,1,'Pereira'
122,22,6,0,1,0,0,0,0,1,0,0,1,'Pereira'
136,24,6,0,1,0,0,0,0,0,0,1,1,'Pereira'
140,21,5,0,1,0,0,0,0,1,0,0,1,'Pereira'
122,23,6,0,1,0,0,0,0,0,0,1,1,'Pereira'
154,20,5,0,1,0,0,0,0,1,0,1,0,'Pereira'
116,22,6,0,1,0,0,0,0,1,0,0,0,'Pereira'
130,22,6,0,1,0,0,0,0,0,0,1,0,'Pereira'
140,21,5,0,1,0,0,0,0,1,0,1,1,'Pereira'
120,23,6,0,1,0,0,0,0,0,0,1,1,'Pereira'
150,20,5,0,1,0,0,0,0,1,0,1,0,'Pereira'
110,22,6,0,1,0,0,0,0,1,0,0,0,'Pereira'
132,22,6,0,1,0,0,0,0,0,0,1,1,'Pereira'
148,21,5,0,1,0,0,0,0,1,0,1,0,'Pereira'
120,23,6,0,1,0,0,0,0,0,0,0,1,'Pereira'
150,20,5,0,1,0,0,0,0,1,0,0,1,'Pereira'
110,23,7,0,1,0,0,0,0,0,0,1,0,'Pereira'
139,22,6,0,1,0,0,0,0,1,0,0,1,'Pereira'
140,21,5,0,1,0,0,0,0,1,0,1,1,'Pereira'
120,23,6,0,1,0,0,0,0,0,0,1,1,'Pereira'
150,20,5,0,1,0,0,0,0,1,0,1,0,'Pereira'
111,22,4,0,1,0,0,0,0,0,0,1,1,'Pereira'
130,22,6,0,1,0,0,0,0,1,0,0,1,'Pereira'
140,21,5,0,1,0,0,0,0,1,0,1,1,'Pereira'
120,26,6,0,1,0,0,0,0,0,0,1,0,'Pereira'
153,20,5,0,1,0,0,0,0,1,0,0,1,'Pereira'
110,22,6,0,1,0,0,0,0,1,0,1,0,'Pereira'
132,22,6,0,1,0,0,0,0,0,0,0,1,'Pereira'
148,21,4,0,1,0,0,0,0,1,0,1,1,'Pereira'
120,23,6,0,1,0,0,0,0,0,0,1,0,'Pereira'
151,20,7,0,1,0,0,0,0,1,0,0,1,'Pereira'
122,22,6,0,1,0,0,0,0,1,0,0,1,'Pereira'
136,24,6,0,1,0,0,0,0,0,0,1,1,'Pereira'
140,21,5,0,1,0,0,0,0,1,0,0,1,'Pereira'
122,23,6,0,1,0,0,0,0,0,0,1,1,'Pereira'
154,20,5,0,1,0,0,0,0,1,0,1,0,'Pereira'
116,22,6,0,1,0,0,0,0,1,0,0,0,'Pereira'
130,22,6,0,1,0,0,0,0,0,0,1,0,'Pereira'
140,21,5,0,1,0,0,0,0,1,0,1,1,'Pereira'
120,23,6,0,1,0,0,0,0,0,0,1,1,'Pereira'
150,20,5,0,1,0,0,0,0,1,0,1,0,'Pereira'
110,22,6,0,1,0,0,0,0,1,0,0,0,'Pereira'
132,22,6,0,1,0,0,0,0,0,0,1,1,'Pereira'
148,21,5,0,1,0,0,0,0,1,0,1,0,'Pereira'
120,23,6,0,1,0,0,0,0,0,0,0,1,'Pereira'
150,20,5,0,1,0,0,0,0,1,0,0,1,'Pereira'
110,23,7,0,1,0,0,0,0,0,0,1,0,'Pereira'
139,22,6,0,1,0,0,0,0,1,0,0,1,'Pereira'
140,21,5,0,1,0,0,0,0,1,0,1,1,'Pereira'
120,23,6,0,1,0,0,0,0,0,0,1,1,'Pereira'
150,20,5,0,1,0,0,0,0,1,0,1,0,'Pereira'
111,22,4,0,1,0,0,0,0,0,0,1,1,'Pereira'
130,22,6,0,1,0,0,0,0,1,0,0,1,'Pereira'
140,21,5,0,1,0,0,0,0,1,0,1,1,'Pereira'
120,26,6,0,1,0,0,0,0,0,0,1,0,'Pereira'
153,20,5,0,1,0,0,0,0,1,0,0,1,'Pereira'
110,22,6,0,1,0,0,0,0,1,0,1,0,'Pereira'
132,22,6,0,1,0,0,0,0,0,0,0,1,'Pereira'
148,21,4,0,1,0,0,0,0,1,0,1,1,'Pereira'
120,23,6,0,1,0,0,0,0,0,0,1,0,'Pereira'
151,20,7,0,1,0,0,0,0,1,0,0,1,'Pereira'
122,22,6,0,1,0,0,0,0,1,0,0,1,'Pereira'
136,24,6,0,1,0,0,0,0,0,0,1,1,'Pereira'
140,21,5,0,1,0,0,0,0,1,0,0,1,'Pereira'
122,23,6,0,1,0,0,0,0,0,0,1,1,'Pereira'
154,20,5,0,1,0,0,0,0,1,0,1,0,'Pereira'
116,22,6,0,1,0,0,0,0,1,0,0,0,'Pereira'
130,22,6,0,1,0,0,0,0,0,0,1,0,'Pereira'
140,21,5,0,1,0,0,0,0,1,0,1,1,'Pereira'
120,23,6,0,1,0,0,0,0,0,0,1,1,'Pereira'
150,20,5,0,1,0,0,0,0,1,0,1,0,'Pereira'
110,22,6,0,1,0,0,0,0,1,0,0,0,'Pereira'
132,22,6,0,1,0,0,0,0,0,0,1,1,'Pereira'
148,21,5,0,1,0,0,0,0,1,0,1,0,'Pereira'
120,23,6,0,1,0,0,0,0,0,0,0,1,'Pereira'
150,20,5,0,1,0,0,0,0,1,0,0,1,'Pereira'
110,23,7,0,1,0,0,0,0,0,0,1,0,'Pereira'
139,22,6,0,1,0,0,0,0,1,0,0,1,'Pereira'
140,21,5,0,1,0,0,0,0,1,0,1,1,'Pereira'
120,23,6,0,1,0,0,0,0,0,0,1,1,'Pereira'
150,20,5,0,1,0,0,0,0,1,0,1,0,'Pereira'
111,22,4,0,1,0,0,0,0,0,0,1,1,'Pereira'
130,22,6,0,1,0,0,0,0,1,0,0,1,'Pereira'
140,21,5,0,1,0,0,0,0,1,0,1,1,'Pereira'
120,26,6,0,1,0,0,0,0,0,0,1,0,'Pereira'
153,20,5,0,1,0,0,0,0,1,0,0,1,'Pereira'
110,22,6,0,1,0,0,0,0,1,0,1,0,'Pereira'
146,25,5,0,1,0,0,0,1,1,1,0,1,'Cali'
132,29,6,0,1,0,0,0,1,1,1,0,1,'Cali'
150,27,7,0,1,0,0,0,1,1,1,0,1,'Cali'
126,28,6,0,1,0,0,0,1,1,1,0,1,'Cali'
160,26,7,0,1,0,0,0,1,1,1,0,1,'Cali'
141,28,8,0,1,0,0,0,1,1,1,0,1,'Cali'
130,25,6,0,1,0,0,0,1,1,1,0,1,'Cali'
149,39,7,0,1,0,0,0,1,1,1,0,1,'Cali'
125,28,6,0,1,0,0,0,1,1,1,0,1,'Cali'
162,26,7,0,1,0,0,0,1,1,1,0,1,'Cali'
140,28,7,0,1,0,0,0,1,1,1,0,1,'Cali'
130,29,6,0,1,0,0,0,1,1,1,0,1,'Cali'
150,27,7,0,1,0,0,0,1,1,1,0,1,'Cali'
120,28,6,0,1,0,0,0,1,1,1,0,1,'Cali'
160,26,7,0,1,0,0,0,1,1,1,0,1,'Cali'
142,28,7,0,1,0,0,0,1,1,1,0,1,'Cali'
134,29,6,0,1,0,0,0,1,1,1,0,1,'Cali'
152,27,7,0,1,0,0,0,1,1,1,0,1,'Cali'
120,28,6,0,1,0,0,0,1,1,1,0,1,'Cali'
160,30,5,0,1,0,0,0,1,1,1,0,1,'Cali'
145,28,7,0,1,0,0,0,1,1,1,0,1,'Cali'
137,29,6,0,1,0,0,0,1,1,1,0,1,'Cali'
150,27,7,0,1,0,0,0,1,1,1,0,1,'Cali'
129,28,6,0,1,0,0,0,1,1,1,0,1,'Cali'
163,26,7,0,1,0,0,0,1,1,1,0,1,'Cali'
140,28,5,0,1,0,0,0,1,1,1,0,1,'Cali'
130,30,6,0,1,0,0,0,1,1,1,0,1,'Cali'
151,27,7,0,1,0,0,0,1,1,1,0,1,'Cali'
122,28,6,0,1,0,0,0,1,1,1,0,1,'Cali'
160,26,8,0,1,0,0,0,1,1,1,0,1,'Cali'
146,25,5,0,1,0,0,0,1,1,1,0,1,'Cali'
132,29,6,0,1,0,0,0,1,1,1,0,1,'Cali'
150,27,7,0,1,0,0,0,1,1,1,0,1,'Cali'
126,28,6,0,1,0,0,0,1,1,1,0,1,'Cali'
160,26,7,0,1,0,0,0,1,1,1,0,1,'Cali'
141,28,8,0,1,0,0,0,1,1,1,0,1,'Cali'
130,25,6,0,1,0,0,0,1,1,1,0,1,'Cali'
149,39,7,0,1,0,0,0,1,1,1,0,1,'Cali'
125,28,6,0,1,0,0,0,1,1,1,0,1,'Cali'
162,26,7,0,1,0,0,0,1,1,1,0,1,'Cali'
140,28,7,0,1,0,0,0,1,1,1,0,1,'Cali'
130,29,6,0,1,0,0,0,1,1,1,0,1,'Cali'
150,27,7,0,1,0,0,0,1,1,1,0,1,'Cali'
120,28,6,0,1,0,0,0,1,1,1,0,1,'Cali'
